Order ID,Product ID,Customer ID,Product Name,Category,Region,Date of Sale,Quantity Sold,Unit Price,Discount,Shipping Cost,Payment Method,Customer Name,Customer Email,Customer Address
6578,P182,C448,Sony WH-1000XM5 Headphones,Clothing,South America,2025-01-01,4,929.2,0.16,19.12,PayPal,Customer_88,customer_88@email.com,"453 Main St, City, State 30434"
2602,P357,C477,Levi's 501 Jeans,Clothing,North America,2024-02-08,4,907.52,0.03,24.25,Credit Card,Customer_87,customer_87@email.com,"625 Main St, City, State 92321"
5101,P344,C458,iPhone 15 Pro,Clothing,Asia,2024-09-15,4,659.77,0.14,28.33,Debit Card,Customer_13,customer_13@email.com,"692 Main St, City, State 38074"
7816,P398,C382,UltraBoost Running Shoes,Shoes,South America,2024-01-15,1,852.77,0.03,17.11,PayPal,Customer_79,customer_79@email.com,"639 Main St, City, State 27784"
2168,P638,C208,Sony WH-1000XM5 Headphones,Electronics,North America,2024-01-17,2,1047.64,0.08,23.52,Debit Card,Customer_40,customer_40@email.com,"749 Main St, City, State 62333"
4919,P852,C700,UltraBoost Running Shoes,Clothing,South America,2024-10-24,2,517.8,0.07,8.91,Credit Card,Customer_35,customer_35@email.com,"729 Main St, City, State 74399"
6487,P715,C231,Levi's 501 Jeans,Shoes,North America,2024-07-31,1,856.65,0.17,5.14,Credit Card,Customer_72,customer_72@email.com,"310 Main St, City, State 92631"
1811,P713,C972,Levi's 501 Jeans,Shoes,Asia,2024-01-21,1,658.95,0.13,22.02,PayPal,Customer_75,customer_75@email.com,"422 Main St, City, State 48841"
9371,P357,C809,UltraBoost Running Shoes,Shoes,South America,2024-12-19,1,395.04,0.11,11.03,PayPal,Customer_76,customer_76@email.com,"186 Main St, City, State 97395"
8851,P367,C516,Levi's 501 Jeans,Clothing,Europe,2024-07-01,4,541.75,0.03,7.0,Debit Card,Customer_53,customer_53@email.com,"836 Main St, City, State 43769"
9791,P326,C497,Levi's 501 Jeans,Shoes,South America,2024-06-07,3,534.63,0.09,18.24,PayPal,Customer_12,customer_12@email.com,"447 Main St, City, State 53495"
7557,P198,C277,Levi's 501 Jeans,Shoes,South America,2024-12-26,4,429.16,0.03,8.92,Credit Card,Customer_98,customer_98@email.com,"472 Main St, City, State 37702"
6115,P385,C307,iPhone 15 Pro,Clothing,Asia,2024-09-17,3,378.08,0.1,27.33,Debit Card,Customer_58,customer_58@email.com,"775 Main St, City, State 45741"
9878,P480,C380,iPhone 15 Pro,Shoes,South America,2024-03-05,5,1178.84,0.09,7.38,Debit Card,Customer_57,customer_57@email.com,"854 Main St, City, State 52742"
4660,P369,C491,Sony WH-1000XM5 Headphones,Clothing,Europe,2024-02-06,2,873.88,0.15,28.27,Debit Card,Customer_55,customer_55@email.com,"655 Main St, City, State 56186"
1645,P362,C539,Levi's 501 Jeans,Clothing,Europe,2024-10-06,2,213.15,0.17,15.51,Debit Card,Customer_84,customer_84@email.com,"772 Main St, City, State 95306"
6999,P815,C440,Levi's 501 Jeans,Clothing,Asia,2024-02-10,3,1204.99,0.17,20.08,PayPal,Customer_36,customer_36@email.com,"271 Main St, City, State 32156"
6375,P576,C335,Levi's 501 Jeans,Clothing,North America,2024-11-26,1,323.16,0.19,23.21,Debit Card,Customer_24,customer_24@email.com,"636 Main St, City, State 32313"
1003,P714,C595,iPhone 15 Pro,Shoes,Asia,2024-01-26,1,1335.79,0.06,18.75,PayPal,Customer_5,customer_5@email.com,"11 Main St, City, State 49421"
7857,P120,C226,iPhone 15 Pro,Electronics,North America,2024-12-16,5,768.66,0.14,23.1,Debit Card,Customer_97,customer_97@email.com,"25 Main St, City, State 94783"
1954,P396,C250,Sony WH-1000XM5 Headphones,Clothing,North America,2024-03-07,5,525.47,0.14,29.58,Credit Card,Customer_55,customer_55@email.com,"472 Main St, City, State 17601"
7643,P748,C513,UltraBoost Running Shoes,Clothing,Asia,2024-12-17,2,905.42,0.17,25.03,PayPal,Customer_39,customer_39@email.com,"711 Main St, City, State 61782"
8697,P807,C460,Sony WH-1000XM5 Headphones,Shoes,Asia,2024-04-26,4,893.75,0.17,14.73,Credit Card,Customer_29,customer_29@email.com,"298 Main St, City, State 37192"
4794,P511,C314,Levi's 501 Jeans,Shoes,Europe,2024-06-04,1,1421.04,0.16,6.12,Debit Card,Customer_68,customer_68@email.com,"713 Main St, City, State 70191"
7054,P830,C504,Levi's 501 Jeans,Shoes,Asia,2024-11-02,2,1109.36,0.16,18.23,PayPal,Customer_56,customer_56@email.com,"661 Main St, City, State 54942"
6304,P916,C225,Levi's 501 Jeans,Shoes,South America,2024-05-06,2,1379.09,0.16,23.23,PayPal,Customer_27,customer_27@email.com,"766 Main St, City, State 59884"
7797,P774,C390,Levi's 501 Jeans,Electronics,Europe,2024-01-21,5,345.89,0.02,14.4,Credit Card,Customer_94,customer_94@email.com,"5 Main St, City, State 66273"
4041,P476,C668,iPhone 15 Pro,Clothing,South America,2024-07-05,5,877.76,0.05,8.55,Credit Card,Customer_91,customer_91@email.com,"953 Main St, City, State 20763"
3788,P296,C676,iPhone 15 Pro,Electronics,Asia,2024-08-14,5,785.19,0.14,13.06,PayPal,Customer_96,customer_96@email.com,"766 Main St, City, State 93166"
1274,P661,C538,Sony WH-1000XM5 Headphones,Electronics,North America,2025-01-11,1,1072.48,0.19,11.81,Credit Card,Customer_35,customer_35@email.com,"295 Main St, City, State 54808"
1869,P876,C962,iPhone 15 Pro,Shoes,North America,2024-07-27,1,1441.41,0.1,22.04,Debit Card,Customer_78,customer_78@email.com,"156 Main St, City, State 96666"
8302,P932,C938,UltraBoost Running Shoes,Clothing,North America,2024-02-26,2,142.96,0.11,6.44,Credit Card,Customer_52,customer_52@email.com,"710 Main St, City, State 15477"
6550,P142,C971,Sony WH-1000XM5 Headphones,Clothing,Europe,2024-07-23,3,721.21,0.08,16.41,PayPal,Customer_65,customer_65@email.com,"322 Main St, City, State 14064"
8209,P277,C112,UltraBoost Running Shoes,Clothing,Asia,2024-11-12,2,892.58,0.2,27.83,Debit Card,Customer_59,customer_59@email.com,"601 Main St, City, State 17968"
7985,P717,C776,iPhone 15 Pro,Electronics,North America,2024-08-17,3,186.11,0.06,29.79,PayPal,Customer_6,customer_6@email.com,"791 Main St, City, State 59682"
1253,P577,C937,iPhone 15 Pro,Electronics,North America,2024-08-13,3,400.73,0.11,28.1,Debit Card,Customer_84,customer_84@email.com,"753 Main St, City, State 33068"
4510,P381,C671,Sony WH-1000XM5 Headphones,Electronics,South America,2024-09-05,5,635.29,0.12,5.65,PayPal,Customer_55,customer_55@email.com,"397 Main St, City, State 73473"
3269,P259,C410,UltraBoost Running Shoes,Electronics,Asia,2024-04-07,5,216.41,0.13,22.63,Debit Card,Customer_71,customer_71@email.com,"647 Main St, City, State 64133"
2190,P127,C319,UltraBoost Running Shoes,Electronics,North America,2024-10-02,4,199.84,0.09,5.68,PayPal,Customer_5,customer_5@email.com,"931 Main St, City, State 68434"
4806,P969,C783,iPhone 15 Pro,Shoes,Asia,2024-04-16,2,733.59,0.08,11.24,Debit Card,Customer_56,customer_56@email.com,"166 Main St, City, State 47472"
3994,P653,C101,Levi's 501 Jeans,Shoes,South America,2024-12-19,5,1308.92,0.03,14.69,PayPal,Customer_25,customer_25@email.com,"190 Main St, City, State 18514"
8285,P271,C605,UltraBoost Running Shoes,Shoes,Europe,2024-05-29,1,1075.83,0.18,24.24,Credit Card,Customer_4,customer_4@email.com,"971 Main St, City, State 46348"
3156,P379,C599,UltraBoost Running Shoes,Shoes,Asia,2024-10-11,3,384.35,0.2,12.11,Debit Card,Customer_29,customer_29@email.com,"471 Main St, City, State 53125"
6081,P653,C457,iPhone 15 Pro,Clothing,Asia,2024-03-11,3,702.0,0.19,17.29,Debit Card,Customer_10,customer_10@email.com,"779 Main St, City, State 32371"
3359,P635,C651,Levi's 501 Jeans,Electronics,North America,2024-03-28,3,1153.25,0.14,7.75,PayPal,Customer_12,customer_12@email.com,"437 Main St, City, State 33920"
5090,P129,C380,Sony WH-1000XM5 Headphones,Electronics,South America,2024-05-16,2,331.96,0.01,17.92,PayPal,Customer_95,customer_95@email.com,"290 Main St, City, State 19175"
3614,P777,C370,iPhone 15 Pro,Shoes,Europe,2024-08-13,4,566.49,0.13,12.15,Debit Card,Customer_2,customer_2@email.com,"490 Main St, City, State 75953"
6666,P900,C740,UltraBoost Running Shoes,Shoes,South America,2024-03-21,5,756.61,0.07,22.49,PayPal,Customer_63,customer_63@email.com,"734 Main St, City, State 29786"
6654,P970,C724,UltraBoost Running Shoes,Shoes,South America,2024-10-30,2,597.11,0.16,17.99,Debit Card,Customer_90,customer_90@email.com,"748 Main St, City, State 77042"
6919,P266,C664,UltraBoost Running Shoes,Clothing,North America,2024-05-04,3,1433.23,0.16,11.23,PayPal,Customer_82,customer_82@email.com,"651 Main St, City, State 93304"
9702,P909,C351,iPhone 15 Pro,Shoes,Europe,2024-11-02,3,379.32,0.04,19.21,PayPal,Customer_91,customer_91@email.com,"882 Main St, City, State 59807"
8326,P844,C556,UltraBoost Running Shoes,Electronics,North America,2024-02-17,1,704.16,0.08,13.81,Credit Card,Customer_12,customer_12@email.com,"310 Main St, City, State 83045"
3881,P731,C522,Sony WH-1000XM5 Headphones,Shoes,North America,2024-04-26,4,1135.49,0.07,11.01,Debit Card,Customer_74,customer_74@email.com,"943 Main St, City, State 53014"
1073,P278,C947,Sony WH-1000XM5 Headphones,Clothing,North America,2024-10-19,4,1253.68,0.1,23.29,Credit Card,Customer_42,customer_42@email.com,"673 Main St, City, State 74982"
1528,P589,C959,iPhone 15 Pro,Clothing,Asia,2024-02-25,1,106.04,0.19,8.03,Debit Card,Customer_7,customer_7@email.com,"978 Main St, City, State 25506"
7813,P803,C903,Sony WH-1000XM5 Headphones,Electronics,North America,2024-08-19,4,1294.83,0.01,19.31,PayPal,Customer_67,customer_67@email.com,"402 Main St, City, State 27304"
4949,P807,C950,Sony WH-1000XM5 Headphones,Clothing,Europe,2024-06-14,4,1069.13,0.08,8.19,PayPal,Customer_80,customer_80@email.com,"323 Main St, City, State 38168"
9754,P803,C728,Levi's 501 Jeans,Electronics,North America,2024-12-22,1,573.31,0.17,16.21,Debit Card,Customer_6,customer_6@email.com,"989 Main St, City, State 37732"
7324,P702,C186,iPhone 15 Pro,Clothing,South America,2024-02-06,4,1175.94,0.18,15.91,PayPal,Customer_5,customer_5@email.com,"557 Main St, City, State 71298"
8750,P652,C667,Levi's 501 Jeans,Clothing,Europe,2024-07-11,3,393.02,0.14,9.21,Debit Card,Customer_76,customer_76@email.com,"556 Main St, City, State 73434"
2275,P672,C941,iPhone 15 Pro,Shoes,North America,2024-02-16,4,511.13,0.18,22.41,Credit Card,Customer_66,customer_66@email.com,"547 Main St, City, State 63131"
3850,P291,C715,Sony WH-1000XM5 Headphones,Shoes,South America,2024-12-13,2,64.75,0.07,13.43,Credit Card,Customer_49,customer_49@email.com,"840 Main St, City, State 10340"
4642,P975,C726,Levi's 501 Jeans,Electronics,South America,2024-08-01,2,1012.0,0.06,18.84,PayPal,Customer_6,customer_6@email.com,"219 Main St, City, State 93722"
7254,P143,C498,iPhone 15 Pro,Clothing,South America,2024-07-14,1,697.35,0.01,18.23,PayPal,Customer_25,customer_25@email.com,"114 Main St, City, State 42169"
9050,P610,C324,UltraBoost Running Shoes,Shoes,South America,2024-07-25,2,352.85,0.08,13.23,Credit Card,Customer_97,customer_97@email.com,"191 Main St, City, State 20283"
8625,P899,C497,iPhone 15 Pro,Shoes,Asia,2024-03-31,4,1385.3,0.09,19.63,Debit Card,Customer_76,customer_76@email.com,"689 Main St, City, State 84953"
4497,P866,C514,Sony WH-1000XM5 Headphones,Electronics,Europe,2024-03-15,5,1475.96,0.09,21.72,PayPal,Customer_89,customer_89@email.com,"475 Main St, City, State 96972"
9943,P364,C995,UltraBoost Running Shoes,Electronics,Asia,2024-10-03,5,1427.56,0.05,27.1,Debit Card,Customer_55,customer_55@email.com,"310 Main St, City, State 39857"
6433,P783,C824,Levi's 501 Jeans,Electronics,South America,2024-07-15,3,1422.44,0.09,17.33,Debit Card,Customer_91,customer_91@email.com,"771 Main St, City, State 20387"
1933,P883,C720,Sony WH-1000XM5 Headphones,Electronics,Asia,2024-12-21,5,897.57,0.18,28.08,Credit Card,Customer_55,customer_55@email.com,"362 Main St, City, State 61176"
2350,P797,C748,iPhone 15 Pro,Electronics,Asia,2024-09-16,3,663.04,0.02,28.99,PayPal,Customer_46,customer_46@email.com,"331 Main St, City, State 56945"
9184,P629,C565,Levi's 501 Jeans,Electronics,North America,2024-10-06,3,1186.43,0.12,7.71,Credit Card,Customer_84,customer_84@email.com,"903 Main St, City, State 60052"
4157,P840,C409,Levi's 501 Jeans,Shoes,South America,2024-05-28,1,752.15,0.07,8.21,PayPal,Customer_14,customer_14@email.com,"747 Main St, City, State 71005"
1975,P839,C497,UltraBoost Running Shoes,Clothing,South America,2024-11-28,1,780.35,0.02,27.49,Debit Card,Customer_95,customer_95@email.com,"171 Main St, City, State 74175"
2584,P297,C492,UltraBoost Running Shoes,Shoes,South America,2024-08-07,3,1242.09,0.18,19.86,Debit Card,Customer_88,customer_88@email.com,"650 Main St, City, State 70191"
6172,P221,C686,UltraBoost Running Shoes,Shoes,Asia,2024-10-09,2,1138.79,0.02,29.83,Debit Card,Customer_45,customer_45@email.com,"16 Main St, City, State 64101"
5498,P973,C956,UltraBoost Running Shoes,Electronics,Europe,2024-04-03,4,893.44,0.07,27.54,Credit Card,Customer_9,customer_9@email.com,"126 Main St, City, State 57004"
7228,P549,C613,Sony WH-1000XM5 Headphones,Clothing,Europe,2024-10-18,4,1343.71,0.1,25.37,PayPal,Customer_18,customer_18@email.com,"903 Main St, City, State 84102"
6297,P262,C517,Sony WH-1000XM5 Headphones,Clothing,Europe,2024-11-28,2,842.65,0.18,16.07,PayPal,Customer_55,customer_55@email.com,"517 Main St, City, State 98732"
8500,P598,C363,UltraBoost Running Shoes,Electronics,Asia,2024-12-14,2,1374.56,0.14,17.29,PayPal,Customer_9,customer_9@email.com,"819 Main St, City, State 57360"
2090,P549,C533,Sony WH-1000XM5 Headphones,Shoes,South America,2024-03-16,5,109.01,0.13,24.84,Debit Card,Customer_33,customer_33@email.com,"355 Main St, City, State 80981"
5079,P676,C429,Sony WH-1000XM5 Headphones,Clothing,North America,2024-07-14,5,1104.09,0.04,29.55,Debit Card,Customer_31,customer_31@email.com,"828 Main St, City, State 85937"
6029,P367,C577,Levi's 501 Jeans,Shoes,Europe,2024-06-28,2,384.04,0.0,24.83,PayPal,Customer_36,customer_36@email.com,"81 Main St, City, State 99483"
8299,P762,C642,Sony WH-1000XM5 Headphones,Electronics,Europe,2024-09-01,4,1181.04,0.16,8.46,PayPal,Customer_63,customer_63@email.com,"102 Main St, City, State 10844"
2277,P597,C336,Levi's 501 Jeans,Electronics,Europe,2024-07-28,3,786.3,0.14,20.16,Debit Card,Customer_51,customer_51@email.com,"106 Main St, City, State 11577"
6639,P173,C987,UltraBoost Running Shoes,Shoes,Asia,2025-01-09,5,1299.49,0.16,5.5,Debit Card,Customer_83,customer_83@email.com,"118 Main St, City, State 67798"
8790,P223,C628,UltraBoost Running Shoes,Clothing,North America,2024-09-03,3,1397.09,0.01,10.39,PayPal,Customer_21,customer_21@email.com,"971 Main St, City, State 60809"
9780,P643,C758,iPhone 15 Pro,Shoes,Europe,2024-10-19,4,975.91,0.01,13.98,Debit Card,Customer_45,customer_45@email.com,"316 Main St, City, State 52121"
8287,P962,C785,UltraBoost Running Shoes,Shoes,North America,2024-08-19,1,274.41,0.1,10.03,PayPal,Customer_98,customer_98@email.com,"296 Main St, City, State 18832"
4882,P823,C512,UltraBoost Running Shoes,Clothing,North America,2024-07-20,4,578.49,0.0,10.99,PayPal,Customer_44,customer_44@email.com,"116 Main St, City, State 24775"
6273,P296,C543,iPhone 15 Pro,Shoes,Europe,2024-12-25,1,482.43,0.02,26.47,Credit Card,Customer_73,customer_73@email.com,"805 Main St, City, State 98506"
1968,P417,C532,Sony WH-1000XM5 Headphones,Shoes,North America,2024-08-18,1,1094.28,0.18,20.38,Credit Card,Customer_89,customer_89@email.com,"187 Main St, City, State 27892"
1292,P986,C744,Levi's 501 Jeans,Shoes,South America,2024-07-19,3,685.96,0.16,15.92,PayPal,Customer_29,customer_29@email.com,"410 Main St, City, State 23182"
4915,P314,C500,Sony WH-1000XM5 Headphones,Electronics,North America,2024-12-27,1,1368.21,0.07,18.55,Credit Card,Customer_70,customer_70@email.com,"579 Main St, City, State 13601"
7597,P656,C992,iPhone 15 Pro,Electronics,South America,2024-10-14,4,355.85,0.01,22.74,Credit Card,Customer_61,customer_61@email.com,"729 Main St, City, State 77951"
5052,P515,C744,Sony WH-1000XM5 Headphones,Clothing,Asia,2024-01-12,4,264.75,0.07,10.84,Credit Card,Customer_75,customer_75@email.com,"352 Main St, City, State 26596"
2234,P773,C997,UltraBoost Running Shoes,Shoes,Asia,2024-07-18,1,1006.33,0.03,22.74,Credit Card,Customer_90,customer_90@email.com,"983 Main St, City, State 47232"
4915,P425,C327,UltraBoost Running Shoes,Electronics,Europe,2024-10-10,3,1282.3,0.02,26.31,PayPal,Customer_54,customer_54@email.com,"481 Main St, City, State 86715"
5853,P640,C921,Levi's 501 Jeans,Clothing,North America,2024-07-20,4,737.25,0.19,15.71,Debit Card,Customer_14,customer_14@email.com,"96 Main St, City, State 30033"
3135,P567,C290,iPhone 15 Pro,Electronics,South America,2024-11-11,5,1185.82,0.11,28.64,PayPal,Customer_60,customer_60@email.com,"358 Main St, City, State 33814"
4405,P448,C282,iPhone 15 Pro,Electronics,Europe,2024-03-11,5,364.75,0.11,20.13,Debit Card,Customer_70,customer_70@email.com,"217 Main St, City, State 57222"
3242,P542,C865,UltraBoost Running Shoes,Shoes,Europe,2024-07-22,1,1194.49,0.19,7.43,Credit Card,Customer_15,customer_15@email.com,"134 Main St, City, State 96181"
2635,P374,C818,UltraBoost Running Shoes,Electronics,Europe,2024-08-22,5,860.3,0.07,22.35,PayPal,Customer_52,customer_52@email.com,"613 Main St, City, State 53983"
1673,P142,C155,Levi's 501 Jeans,Clothing,Europe,2024-08-10,1,664.24,0.01,7.22,PayPal,Customer_15,customer_15@email.com,"338 Main St, City, State 51644"
7761,P526,C448,UltraBoost Running Shoes,Electronics,South America,2024-09-17,3,463.88,0.02,5.31,PayPal,Customer_42,customer_42@email.com,"967 Main St, City, State 71194"
1828,P393,C303,Levi's 501 Jeans,Clothing,Asia,2024-11-23,3,1011.99,0.09,26.99,Debit Card,Customer_61,customer_61@email.com,"461 Main St, City, State 13255"
